asin,reviewText,summary,size,color,image_urls,overall
B0014F7B98,"I bought these for gym training - weight class and dance class (body jam, Zumba) - and really wanted to like them, since I loved the color and the light weight feel. But when I worked out high impact, my toes tingled, went numb and cramped because the toe bed is very narrow. Also, there wasn't enough cushion for me. When doing lunges, the ball of my feet hurt. Can't return them because I wore them several times. These might be fine for someone with a narrow foot.","Zumba) - and really wanted to like them, since I loved the color and the ...", 7 B(M) US, Black/Green Glow-blue Glow-white,,2
B0014F7B98,"They fit perfect, extremely comfortable",Five Stars, 7.5 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B0014F7B98,No arch support but l love the colors!,Three Stars, 9.5 B(M) US, Black/Green Glow-blue Glow-white,,3
B0014F7B98,Shoe was somewhat large,Size problem, 8.5 B(M) US, Wolf Grey/Black-pink Blast/White,,4
B0014F7B98,love them!,Five Stars, 8.5 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B0014F7B98,"This is a great shoe for in gym workouts. I did take a 10 mile hike and had a blister on my pinky, but other than that these are very comfortable shoes!","True to size, would recommend", 8 B(M) US, Grey,,4
B0014F7B98,Comfortable and light,Best birthday present, 7.5 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B0014F7B98,Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,Purchased these for my wife as she has a similar ..., 10 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,"I have pretty high arches and my calves always hurt at the gym with other shoes. I have been on the hunt for a good cross trainer that I can use to lift, take gym classes, and lightly jog/run on the treadmill. These have been wonderful! I don't ever have any pain in my calves or my feet when wearing these and they fit like a glove. Highly recommend!",I have pretty high arches and my calves always hurt at the ..., 7 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B0014F7B98,Great shoes,Five Stars, 8.5 B(M) US, White/Metallic Silver/Black,,5
B0014F7B98,These were exactly what I expected.,Five Stars, 8 B(M) US, Black/Green Glow-blue Glow-white,,5
B0014F7B98,Love love love,Five Stars, 8.5 B(M) US, Green Glow/Seaweed - Hasta - White,,5
B0014F7B98,I always wear a womans 9 in Nikes but these are bigger than usual. The right one almost slips off my foot a bit.  They are really light and not as sturdy as what I was looking for but over all not bad.,They are really light and not as sturdy as what I was looking for but over all ..., 9 B(M) US, Wolf Grey/Black-pink Blast/White,,3
B0014F7B98,These shoes are awesome!!,Five Stars, 8 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B0014F7B98,"l always buy Nike shoes and been happy so far, but this time my left shoe fit perfectly while the right shoe was too loose on my heal and when I tighten it more it was hurting side of my foot.",l always buy Nike shoes and been happy so far, 10.5 B(M) US, Black/White/Anthracite/Stealth,,3
B0014F7B98,Bought these as my back up shoes but they have turned into my daily ones I go to! So comfortable and my feet don't hurt after long hours on my feet. I own a cleaning business so I need my feet not to hurt in the middle of the day.,Honestly Fantastic Shoes, 6 B(M) US, Black,,5
B0014F7B98,Absolutely love these shoes and color!! They are perfect for running! I run roughly 4 miles 3x per week. This is my second or 3rd pair of this exact style. Fit is perfect!,Absolutely love these shoes and color, 8 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B0014F7B98,Super comfy!,Five Stars, 9 B(M) US, Black,,5
B0014F7B98,Ordered half a size larger than my usual shoe size and fits perfectly.,Nike runs small, 11.5 B(M) US, Cool Grey/Rage Green/Hyper Turquoise,,5
B0014F7B98,Fit well.,Five Stars, 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,The fit was perfect! I Highly recommend this shoe.,Five Stars, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,"Obsessed with these shoes! I was looking for good all around sneakers (running, walking, tennis, etc.) and these more than fit the bill. I was looking specifically for black nikes (I love the fit) with white soles (good for court sports); I was a little reluctant to purchase because I wasn't sure whether the black on the soles would contact the ground, but it doesn't!",Very Happy Customer, 7.5 B(M) US, Black,,5
B0014F7B98,"Cute shoe, fit as expected, and very comfortable.",and very comfortable., 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,"On time, nice sneakers. Fit as expected.",nice sneakers. Fit as expected, 7.5 B(M) US, Black/Green Glow-blue Glow-white,,5
B0014F7B98,"Perfect fit, as always.",5 stars, 8 B(M) US, Grey,,5
B0014F7B98,"Great shoe, very comfortable",Five Stars, 8.5 B(M) US, Plure Platinum/Blue Glow/Wolf Grey,,5
B0014F7B98,Love these sneakers! Perfect fit and super light,Five Stars, 9 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B0014F7B98,These shoes fit like a glove! Light but very supportive! I have worn them several times and feel very light on my feet.,These shoes fit like a glove, 8.5 B(M) US, Black/Green Glow-blue Glow-white,,5
B0014F7B98,Fit true to size,Five Stars, 7.5 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B0014F7B98,Love the fit,Five Stars, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,Nike always makes a good shoe ..abit rough breaking them in but after 9 hours on my feet anyone's feet would hurt abit,Nike always makes a good shoe., 8.5 B(M) US, Black/Green Glow-blue Glow-white,,4
B0014F7B98,Oops! I returned these because I ordered wrong size!,One Star, 10.5 B(M) US, Black/White/Anthracite/Stealth,,1
B0014F7B98,Extremely comfortable sneaker!,Five Stars, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,Good looking shoe, Shoes, 8 B(M) US, Black,,5
B0014F7B98,I have had this style before in a different color and have received many compliments on the shoes.  They are great walking shoes!  I wear orthotics and these shoes are one of the best I have found to accommodate them for fit.,Love these shoes, 9 B(M) US, Pure Platinum/Blue Glow/Wolf Grey,,4
B0014F7B98,"I loved these shoes...that is until after about an hour of wear, the green inserts on the sole of the right show began falling off. The wear was in my home, on smooth floors. I can only assume they were defective.",I loved these shoes, 7.5 B(M) US, Cool Grey/Volt/Pure Platinum,,1
B0014F7B98,Great! Super comfy and cute! No issues and fit perfect!,perfect, 10 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B0014F7B98,Good shoes,Five Stars, 7 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,I returned them...found a Ryka pair I liked better,found a Ryka pair I liked, 10 B(M) US, Black/Hyper Violet/Total Crimson/White,,3
B0014F7B98,BEST sneakers I've ever purchased!!!!,Five Stars, 8 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,Excellent ...!!!,Five Stars, X-Large, Wolf Grey/Platinum/White/Crimson,,5
B0014F7B98,"the best sneakers by far! I had never owned a pair of Nike sneakers, and I went solely on the reviews by others...
And I absolutely loved them!!",the best sneakers by far, 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,"Love these shoes. I've been buying Nikes for years now. I bought this pair for work and everyday wear and another pair for working out and active wear. They also last a long time in my opinion, especially if you take care of them.",Classically comfortable and durable, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,Right one is slightly tight.. hope it will stretch out.. !!,Four Stars, 10 B(M) US, Black/White/Anthracite/Stealth,,4
B0014F7B98,They're ugly: the toe is rounded and the material is weird. the Nike Womens Flex Trainer 6 is way better looking and costs about the same.,the Nike Womens Flex Trainer 6 is way better looking and costs about the same, 9 B(M) US, Black/White/Anthracite/Stealth,,3
B0014F7B98,So lightweight and awesome!,Five Stars, 11 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,Luv them!!,Five Stars, 8.5 B(M) US, Cool Grey/Volt-pure Platinum,,5
B0014F7B98,Love the color and fit. I use them to work on at the gym on the treadmill and they are very light and comfortable.,Love the color and fit, 7.5 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B0014F7B98,"Bought these shoes with HIIT in mind, but not too sure how I like the fit on my foot. First time to wear them, not great for running. Maybe after they're broken in a little they'll get better. If you just need a comfortable pair of shoes for walking, they're fine.",OK, 5 B(M) US, Black/White/Anthracite/Stealth,,3
B0014F7B98,My daughter loves them. Great fit!,Great fit!, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time.,Very satisfied with the seller - delivered on time, 8.5 B(M) US, Black/Green Glow-blue Glow-white,,5
B0014F7B98,"Fits good, very lightweight.",Four Stars, 7.5 B(M) US, Wolf Grey/Platinum/White/Crimson,,4
B0014F7B98,"Comfortable shoe for both workout sessions and walking.  Neither too bulky nor too light.  This is my second pair because they fit and have no neon or pink colors, just nice basic B&W.",Comfortable shoe for both workout sessions and walking, 7 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,,Five Stars, 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,Nice,Five Stars, 9 B(M) US, Black,,5
B0014F7B98,These are the best shoes I have ever use for my workouts!!! I love them and buy them in bulk!!! LOL,These are the best shoes I have ever use for my workouts, 9 B(M) US, Black/Hyper Violet/Total Crimson/White,,5
B0014F7B98,I love these shoes.  They fit as expected and they look really nice on.  These shoes have a narrow base which I really like.  I don't like the ones that make your foot look wide.,I love these shoes, 8 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,Love this product.  Great fit.,Five Stars, 9.5 B(M) US, Cool Grey/Pure Platinum/White/Volt,,5
B0014F7B98,Very low cut heel so if you training and pushing sleds - I ran right out of shoes! Although the traction on toe and heel are great,Low cut heels, 8.5 B(M) US, Wolf Grey/Black-pink Blast/White,,3
B0014F7B98,Just what I needed for Group Fight class. Quick movements and footwork are so easy in these sneakers. Love them.,Perfect, 10 B(M) US, Racer Blue/Obsidian/Blue Tint,,5
B0014F7B98,Love! Great price too.,Exactly what I wanted, 9.5 D Wide, Cool Grey / Volt - Wolf Grey - Pure Platinum,,5
B0014F7B98,"It's been a long time since I've worked a cross training shoe. This shoe is very light and minimally passed compared to running shoes. That's not meant to be a knock, just a fact.

I ordered the shoes half a size up because as a former runner, I'm used to my feet needing room to spread and swell. I wish I hadn't because they feel a little roomy. I have orthotics, so I think I can remedy the issue once I swap those in.

Otherwise, very good shoes",Light shoes, 8 B(M) US, Black/White/Anthracite/Stealth,,4
B0014F7B98,"Good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. These are very flexible, light weight and comfortable. Grip is okay - sticky rubber is used only at the edges of heel and toe areas so I slipped a little when I worked on cable machines, resistance band, etc. on un-carpeted floor.  I would emphasize that if you do lifting as a part of your everyday routine workout I would not recommend them because mine (cushion) lasted only for six months and this is the reason I gave three stars. Other than that, I liked them!",Good indoor training shoes, 6 B(M) US, Black,,3
B0014F7B98,Perf.,So Perf., 8 B(M) US, Black/White/Anthracite/Stealth,,5
B0014F7B98,Best shoes ever!!!,Five Stars, 7.5 B(M) US, Ocean Fog/Blue Grey/Mango,,5
